,device,gpa,semester,degree,age,sex,stress,coping_1,coping_2,coping_3,coping_4,coping_5,coping_6,coping_7,source_1,source_2,source_3,source_4,source_5,source_6,source_7,source_8,week_1,week_2,week_3,week_4,week_5,week_6,yesterday_1,yesterday_2,yesterday_3,yesterday_4,yesterday_5,yesterday_6,yesterday_typical,enough_1,enough_2,enough_3,enough_4,enough_5,enough_6,survey_time,cast,straight_stress,stress_percent
965,tablet,2.0,4.0,1.0,21.0,2.0,5.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,14.0,8.0,3.0,2.0,20.0,50.0,3.0,5.0,1.0,0.0,2.0,7.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,study,12.0,0.25
1279,mobile,,4.0,3.0,20.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,13.0,3.0,0.0,2.0,21.0,56.0,3.0,1.0,0.0,0.5,3.0,8.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,8.0,study,9.0,0.3333333333333333
960,mobile,2.0,4.0,1.0,20.0,2.0,4.0,,,,,,,,2.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,13.0,2.0,0.0,3.0,6.0,50.0,3.5,1.0,0.0,0.5,1.5,7.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,10.0,study,13.0,0.23076923076923078
958,pc/laptop,,4.0,4.0,28.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,32.0,30.0,0.0,5.0,8.0,50.0,0.0,7.0,0.0,1.0,3.0,8.0,2.0,,3.0,1.0,2.0,1.0,2.0,8.0,study,17.0,0.17647058823529413
1117,tablet,,4.0,3.0,21.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,4.0,20.0,4.0,4.0,25.0,55.0,0.0,3.0,0.0,0.0,10.0,11.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,10.0,study,13.0,0.23076923076923078
1465,pc/laptop,2.4000000953674316,4.0,1.0,21.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,12.0,16.0,0.0,2.0,50.0,63.0,4.0,1.0,0.0,0.5,4.0,10.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,5.0,study,12.0,0.25
1120,pc/laptop,,4.0,3.0,20.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,15.0,10.0,4.0,0.0,4.0,55.0,0.0,0.0,0.0,0.0,24.0,7.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,study,6.0,0.16666666666666666
952,pc/laptop,3.0,4.0,1.0,25.0,1.0,5.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,22.5,25.0,12.0,4.0,12.0,50.0,0.0,8.0,0.0,2.0,4.0,8.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,12.0,study,17.0,0.17647058823529413
949,no answer,,4.0,3.0,24.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,35.0,15.0,0.0,12.0,10.0,50.0,0.0,2.0,0.0,2.0,5.0,8.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,20.0,study,13.0,0.3076923076923077
947,mobile,,4.0,3.0,20.0,1.0,5.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,1.0,20.0,10.0,0.0,4.0,35.0,50.0,5.0,2.0,0.0,1.0,5.0,8.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,6.0,study,17.0,0.17647058823529413
1122,mobile,1.7999999523162842,4.0,1.0,20.0,2.0,4.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,25.0,10.0,0.0,10.0,10.0,55.0,6.0,1.5,0.0,1.5,2.5,5.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,10.0,study,9.0,0.3333333333333333
959,pc/laptop,,4.0,1.0,20.0,2.0,5.0,3.0,4.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,8.0,14.0,10.0,15.0,50.0,0.0,2.0,0.0,3.0,7.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,work,16.0,0.1875
1098,pc/laptop,,4.0,3.0,21.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,4.0,3.0,1.0,2.0,1.0,4.0,3.0,3.0,38.5,15.0,0.0,10.0,5.0,55.0,8.5,2.5,0.0,1.0,0.5,7.0,4.0,3.0,2.0,1.0,3.0,1.0,2.0,15.0,study,15.0,0.26666666666666666
1344,pc/laptop,2.0,4.0,1.0,19.0,2.0,4.0,4.0,3.0,1.0,4.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,14.0,4.0,5.0,2.0,4.0,56.0,2.0,0.0,2.0,1.0,2.0,9.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,study,17.0,0.17647058823529413
995,pc/laptop,1.2000000476837158,4.0,2.0,25.0,2.0,4.0,3.0,3.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,1.0,9.0,9.0,0.0,5.0,16.0,50.0,0.0,2.0,0.0,0.0,8.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,15.0,study,11.0,0.18181818181818182
1457,pc/laptop,2.0,4.0,1.0,21.0,2.0,5.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,10.0,41.0,0.0,10.0,40.0,62.0,0.0,6.0,0.0,2.0,2.0,12.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,,study,11.0,0.2727272727272727
1054,mobile,1.3200000524520874,4.0,1.0,21.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,14.0,5.0,1.0,1.0,40.0,52.0,3.0,1.0,0.0,0.0,5.0,7.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,8.0,study,14.0,0.21428571428571427
1044,pc/laptop,,4.0,4.0,19.0,2.0,4.0,3.0,4.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,19.0,10.0,0.0,3.0,20.0,52.0,6.0,1.0,0.0,0.5,6.0,7.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,10.0,study,14.0,0.21428571428571427
1060,pc/laptop,2.4000000953674316,4.0,1.0,21.0,1.0,3.0,3.0,2.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,14.0,10.5,0.0,5.0,26.0,52.5,4.5,2.5,0.0,0.0,2.0,7.5,1.0,2.0,1.0,1.0,2.0,2.0,2.0,20.0,study,8.0,0.25
1041,pc/laptop,,4.0,3.0,20.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,26.0,16.0,0.0,7.0,5.0,52.0,4.5,4.0,0.0,0.5,0.0,6.5,3.0,2.0,2.0,1.0,2.0,1.0,2.0,12.0,study,7.0,0.2857142857142857
1039,pc/laptop,2.799999952316284,4.0,1.0,20.0,2.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,24.5,20.0,16.0,3.0,3.0,51.5,10.0,3.0,3.75,1.0,0.0,6.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,10.0,study,21.0,0.19047619047619047
1038,pc/laptop,,4.0,3.0,20.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,14.0,15.0,0.0,4.0,7.0,51.0,0.0,3.0,0.0,1.5,2.0,9.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,10.0,study,11.0,0.36363636363636365
1283,pc/laptop,,4.0,3.0,20.0,2.0,3.0,4.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,5.0,20.0,0.0,5.0,10.0,56.0,2.0,3.0,0.0,2.0,6.0,9.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,study,12.0,0.25
1062,pc/laptop,2.0,4.0,1.0,23.0,1.0,5.0,3.0,1.0,3.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,16.0,14.0,7.5,2.0,10.0,52.5,0.0,6.0,3.0,0.5,2.0,7.5,3.0,2.0,3.0,2.0,2.0,,2.0,10.0,study,11.0,0.36363636363636365
1034,pc/laptop,,4.0,1.0,21.0,2.0,5.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,14.0,4.0,0.0,2.5,5.5,55.0,4.0,1.0,0.0,0.5,1.0,8.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,study,10.0,0.3
1030,mobile,2.299999952316284,4.0,1.0,20.0,2.0,6.0,4.0,3.0,1.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,30.0,15.0,5.0,1.0,14.0,50.0,8.0,0.0,0.0,0.0,2.0,7.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,10.0,study,10.0,0.3
1027,pc/laptop,2.0,4.0,1.0,22.0,1.0,6.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,12.0,30.0,0.0,0.0,8.0,50.0,0.0,8.0,0.0,0.0,0.0,8.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,study,18.0,0.16666666666666666
1025,pc/laptop,3.0,4.0,1.0,27.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,4.0,4.0,6.0,10.0,12.0,5.0,8.0,50.0,0.0,2.0,5.0,0.5,0.0,7.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,study,11.0,0.2727272727272727
1080,pc/laptop,2.5,4.0,1.0,26.0,2.0,3.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,22.0,22.0,2.0,2.0,9.0,54.0,0.0,8.0,0.0,0.5,1.0,8.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,7.0,study,16.0,0.1875
1084,tablet,3.299999952316284,4.0,1.0,20.0,2.0,6.0,3.0,4.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,4.0,2.0,1.0,18.0,20.0,0.0,5.0,29.0,54.0,5.0,4.0,0.0,1.0,4.0,7.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,30.0,study,15.0,0.26666666666666666
1018,mobile,,4.0,3.0,21.0,2.0,7.0,4.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,4.0,3.0,4.0,1.0,2.0,15.0,90.0,0.0,5.0,8.0,50.0,0.0,11.0,0.0,1.0,2.0,10.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,10.0,study,18.0,0.2222222222222222
1462,pc/laptop,3.5,4.0,1.0,20.0,1.0,7.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,11.0,42.0,0.0,1.0,51.0,63.0,3.0,5.0,0.0,0.0,4.5,11.5,2.0,3.0,3.0,2.0,1.0,1.0,3.0,16.0,study,12.0,0.3333333333333333
1007,pc/laptop,1.2999999523162842,4.0,1.0,32.0,1.0,5.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,6.0,45.0,10.0,6.0,4.0,50.0,0.0,8.0,0.0,1.0,2.0,8.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,20.0,study,14.0,0.21428571428571427
1290,mobile,,4.0,3.0,27.0,2.0,5.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,4.0,1.0,3.0,20.0,40.0,16.0,14.0,10.0,56.0,4.0,8.0,0.0,1.0,2.0,8.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,study,17.0,0.23529411764705882
945,pc/laptop,,4.0,4.0,21.0,2.0,5.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,16.0,34.0,0.0,6.0,10.0,50.0,6.0,6.0,0.0,1.0,2.0,8.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,15.0,study,11.0,0.36363636363636365
810,pc/laptop,2.9000000953674316,4.0,1.0,22.0,2.0,6.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,18.0,30.0,0.0,2.0,5.0,49.0,6.0,6.0,0.0,1.0,3.0,6.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,8.0,study,12.0,0.3333333333333333
1452,pc/laptop,2.0,4.0,1.0,21.0,2.0,2.0,2.0,,1.0,3.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,13.0,16.0,8.0,3.0,10.0,60.0,0.0,5.0,0.0,1.0,3.0,7.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,15.0,study,11.0,0.18181818181818182
1130,pc/laptop,2.0,4.0,1.0,21.0,2.0,5.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,17.0,8.0,0.0,3.0,12.0,56.0,2.0,0.0,0.0,0.5,2.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,study,13.0,0.23076923076923078
1475,pc/laptop,1.7000000476837158,4.0,1.0,20.0,1.0,6.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,4.0,23.0,10.0,10.0,20.0,15.0,63.0,0.0,3.0,0.0,3.0,5.0,10.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,10.0,study,14.0,0.21428571428571427
1270,mobile,2.0,4.0,1.0,20.0,2.0,3.0,3.0,1.0,1.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,14.0,5.0,10.0,4.0,15.0,56.0,6.0,1.0,0.0,0.5,1.0,10.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,study,13.0,0.15384615384615385
848,mobile,,4.0,3.0,21.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,study,12.0,0.16666666666666666
847,pc/laptop,2.5999999046325684,4.0,1.0,21.0,2.0,3.0,,3.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,15.0,20.0,12.0,9.0,30.0,49.5,2.0,4.0,0.0,1.0,3.0,6.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,study,11.0,0.2727272727272727
846,pc/laptop,1.2000000476837158,4.0,1.0,26.0,1.0,7.0,4.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,28.0,20.0,10.0,2.0,2.0,49.0,4.0,5.0,0.0,0.5,0.5,7.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,10.0,study,17.0,0.17647058823529413
844,tablet,,4.0,3.0,22.0,2.0,5.0,3.0,3.0,1.0,4.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,12.0,20.0,15.0,7.0,21.0,49.0,2.0,4.0,13.0,0.5,0.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,15.0,study,13.0,0.23076923076923078
842,pc/laptop,1.600000023841858,4.0,1.0,21.0,2.0,5.0,,3.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,20.0,10.0,15.0,5.0,10.0,49.0,0.0,7.0,0.0,2.0,3.0,8.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,5.0,study,12.0,0.25
1430,pc/laptop,,4.0,2.0,27.0,1.0,6.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,4.0,20.0,40.0,10.0,12.0,15.0,60.0,4.0,8.0,0.0,1.5,0.0,9.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,10.0,study,13.0,0.23076923076923078
1162,pc/laptop,,4.0,3.0,21.0,2.0,5.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,18.0,10.0,5.0,2.0,10.0,56.0,2.0,3.0,0.0,0.0,4.0,8.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,study,12.0,0.25
1269,pc/laptop,3.0,4.0,1.0,24.0,2.0,4.0,4.0,4.0,1.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,22.0,2.0,20.0,4.0,10.0,56.0,4.0,0.0,4.0,1.0,4.0,8.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,10.0,study,17.0,0.11764705882352941
1481,mobile,,4.0,4.0,21.0,2.0,4.0,4.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,20.0,8.0,8.0,4.0,10.0,65.0,0.0,3.0,3.0,1.0,2.0,9.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,7.0,study,9.0,0.3333333333333333
1176,pc/laptop,,4.0,1.0,21.0,1.0,4.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,4.0,4.0,1.0,2.0,3.0,3.0,20.0,16.0,20.0,2.0,,56.0,4.0,4.0,0.0,1.0,,,1.0,2.0,2.0,3.0,2.0,2.0,1.0,5.0,study,14.0,0.14285714285714285
830,pc/laptop,,4.0,1.0,20.0,2.0,5.0,4.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,2.0,10.5,4.0,0.0,7.0,4.0,49.0,1.5,2.0,0.0,1.5,1.0,7.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,study,12.0,0.25
1179,pc/laptop,1.7000000476837158,4.0,1.0,22.0,2.0,5.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,4.0,20.0,18.0,0.0,8.0,2.0,56.0,0.0,0.0,0.0,0.0,18.0,3.5,1.0,2.0,3.0,1.0,2.0,1.0,2.0,15.0,study,12.0,0.3333333333333333
823,mobile,,4.0,3.0,21.0,1.0,5.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,14.0,50.0,0.0,3.0,10.0,49.0,3.0,6.0,0.0,0.5,3.0,6.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,7.0,study,14.0,0.2857142857142857
819,pc/laptop,2.5999999046325684,4.0,1.0,21.0,1.0,6.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,20.0,40.0,0.0,5.0,5.0,49.0,0.0,0.0,0.0,1.0,6.0,7.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,10.0,study,13.0,0.23076923076923078
1187,pc/laptop,,4.0,3.0,21.0,2.0,5.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,22.0,30.0,4.0,3.0,16.0,56.0,5.5,6.0,0.0,0.0,2.0,8.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,5.0,study,13.0,0.23076923076923078
1482,mobile,2.0999999046325684,4.0,1.0,19.0,2.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,10.0,20.0,8.0,3.0,15.0,65.0,0.0,0.0,5.0,0.0,2.0,10.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,8.0,study,12.0,0.16666666666666666
1429,tablet,2.299999952316284,4.0,1.0,20.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,20.0,2.0,8.0,1.0,20.0,60.0,9.0,0.0,0.0,0.5,2.0,7.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,7.0,study,11.0,0.2727272727272727
871,pc/laptop,2.0999999046325684,4.0,1.0,21.0,1.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,24.0,24.0,15.0,10.0,10.0,50.0,4.0,5.0,4.0,2.0,2.0,7.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,10.0,study,13.0,0.3076923076923077
1472,pc/laptop,3.5,4.0,1.0,21.0,1.0,6.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,4.0,3.0,8.0,1.0,15.0,3.0,5.0,63.0,0.0,5.0,0.0,3.0,4.0,9.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,5.0,work,12.0,0.16666666666666666
878,mobile,2.200000047683716,4.0,1.0,19.0,2.0,7.0,3.0,3.0,1.0,3.0,1.0,4.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,16.0,7.0,0.0,2.0,8.0,50.0,2.0,1.0,0.0,1.0,6.0,9.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,10.0,study,14.0,0.21428571428571427
1131,pc/laptop,1.5,4.0,1.0,21.0,1.0,4.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,12.0,30.0,8.0,1.0,6.0,56.0,2.0,6.0,2.0,0.0,1.5,8.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,5.0,study,12.0,0.3333333333333333
1135,pc/laptop,1.899999976158142,4.0,1.0,23.0,1.0,5.0,4.0,3.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,22.0,34.0,0.0,10.0,32.0,56.0,6.0,2.0,0.0,0.0,3.0,8.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,10.0,study,9.0,0.3333333333333333
1140,pc/laptop,,4.0,4.0,20.0,1.0,6.0,4.0,2.0,3.0,4.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,20.0,25.0,6.0,2.0,4.0,56.0,8.0,4.0,0.0,0.0,0.0,7.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,7.0,study,10.0,0.4
926,pc/laptop,1.399999976158142,4.0,1.0,22.0,2.0,5.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,18.0,18.0,0.0,5.0,10.0,50.0,0.0,6.0,0.0,0.5,3.0,7.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,10.0,study,14.0,0.2857142857142857
923,pc/laptop,2.299999952316284,4.0,1.0,21.0,1.0,6.0,2.0,4.0,1.0,3.0,4.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,4.0,4.0,3.0,26.0,15.0,15.0,10.0,25.0,50.0,6.0,2.0,5.0,1.0,3.0,7.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,20.0,study,12.0,0.3333333333333333
921,pc/laptop,1.7999999523162842,4.0,1.0,20.0,2.0,4.0,3.0,4.0,1.0,4.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,9.0,12.0,12.0,10.0,15.0,50.0,4.0,2.0,1.0,1.5,2.0,7.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,8.0,study,15.0,0.2
1143,pc/laptop,1.5,4.0,2.0,36.0,1.0,5.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,6.0,28.0,40.0,14.0,0.0,56.0,0.0,5.0,6.0,1.0,0.0,8.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,15.0,work,15.0,0.13333333333333333
1149,pc/laptop,1.7699999809265137,4.0,2.0,26.0,1.0,5.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,4.0,2.0,4.0,25.0,16.0,3.0,30.0,56.0,0.0,0.0,8.0,0.0,4.0,8.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,5.0,study,13.0,0.15384615384615385
1302,mobile,,4.0,3.0,21.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,15.0,0.0,2.0,40.0,56.0,5.0,1.0,0.0,1.0,7.0,8.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,study,6.0,0.16666666666666666
907,mobile,2.0,4.0,1.0,21.0,2.0,5.0,4.0,4.0,1.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,12.0,17.0,5.0,5.0,25.0,50.0,,,,,,,2.0,2.0,3.0,2.0,2.0,1.0,1.0,6.0,study,12.0,0.25
903,tablet,1.899999976158142,4.0,1.0,22.0,1.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,4.0,2.0,11.0,16.0,16.0,4.0,8.0,50.0,0.0,2.0,8.0,0.5,0.0,8.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,study,13.0,0.23076923076923078
902,mobile,,4.0,3.0,20.0,2.0,4.0,3.0,4.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,14.0,16.0,0.0,2.0,10.0,50.0,11.0,1.0,0.0,0.0,1.0,8.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,12.0,study,11.0,0.2727272727272727
1154,mobile,2.9000000953674316,4.0,1.0,20.0,2.0,6.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,25.0,40.0,0.0,2.0,5.0,56.0,6.0,2.0,0.0,0.0,0.0,7.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,7.0,study,17.0,0.23529411764705882
